question,answer
من يتحمل نفقات الآلات والأدوات اللازمة لإنجاز العمل وفقاً للقاعدة العامة؟,لا أحد
هل يجوز الاتفاق على أن يتحمل صاحب العمل نفقات الآلات والأدوات اللازمة لإنجاز العمل؟,لا، إلا إذا كانت الآلات والأدوات مملوكة لصاحب العمل
من المسؤول عن الإشراف على تنفيذ المشروع وفق المواصفات والمخططات والشروط المتفق عليها في عقود استثمار العقارات البلدية؟,الجهة الاستشارية المكلفة من قبل المستثمر دون الحاجة لموافقة البلدية
يصدر بعقوبة اللوم قرار من:,الملك
من مهام الباحث في المحكمة:,دراسة القضايا والمعاملات فقط
يشترك الباحث في اللجان المشكلة لإبداء الرأي في المسائل الشرعية والنظامية وغيرها:,بعد تكليفه من المجلس الأعلى للقضاء
تتولى الإدارة المختصة التفتيش والرقابة على كاتب العدل والتحقيق معه في:,الأعمال ذات العلاقة بالاستشارات القانونية
ما هو موضوع دعوى منع التعرض للحيازة؟,طلب المدعي (واضع اليد) إخلاء المدعى عليه من العقار محل النزاع
من هو المدعي في دعوى منع التعرض للحيازة؟,أي شخص له مصلحة في العقار
ما هو الاستحكام؟,طلب صك بإثبات تملك منقول في مواجهة خصم ابتداءً
هل يمنع الاستحكام من سماع الدعوى بالحق متى وجدت؟,لا علاقة للاستحكام بسماع الدعوى بالحق
للمحكمة التي أصدرت الحكم بالإدانة وتوقيع العقوبة أن تأمر بتأجيل تنفيذ الحكم الجزائي:,لأسباب شكلية توضحها في أسباب حكمها، على أن تحدد مدة التأجيل في منطوق الحكم
لا يقبل طلب دفع الضرر المحدق إذا:,كان الضرر محتملا في المستقبل البعيد
ما هي المدة التي يجب أن تمضي على انتهاء تنفيذ الحكم على المأذون بجريمة مخلة بالدين أو الشرف ليتم قبوله؟,ثلاث سنوات على الأقل
يمكن رفع الدعوى التأديبية على المحامي عما ارتكبه من الأمور المذكورة في الفقرة (ثانيا) من هذه المادة خلال مزاولته المهنة حتى بعد:,جميع الأجوبة صحيحة
متى يصدر قرار الترسية في المزاد العلني؟,بمجرد انتهاء جلسة المزايدة
إذا كان الحكم غير واجب التدقيق، ولم يقدم المعترض اعتراضه خلال المدة المحددة للاعتراض:,لا يترتب أي أثر على عدم تقديم الاعتراض خلال المدة المحددة
للإدارة العامة للتحريات المالية أن تتبادل المعلومات مع:,أي جهة محلية فقط
عند تقديم معلومات من الإدارة العامة للتحريات المالية إلى جهة أجنبية نظيرة، يجب على الإدارة:,أن تمنع الجهة الأجنبية من استخدام المعلومات نهائيا
من هم العصبة مع الغير؟,الأخت الشقيقة أو الأخت لأب -واحدةً فأكثر-، مع الأم
من المسؤول عن وضع الضوابط والإجراءات والتدابير اللازمة لضمان سلامة الوضع الأمني للمفرج عنهم في الجرائم المنصوص عليها في النظام؟,رئيس المباحث العامة
متى يسقط الحق في الحضانة إذا انتقل الحاضن إلى مكان بقصد الإقامة؟,إذا كان الانتقال لمدة تزيد عن 6 أشهر
متى لا يسقط الحق في الحضانة إذا سكت مستحقها عن المطالبة بها لمدة تزيد على سنة؟,إذا كان السكوت بسبب ظروف قاهرة
عند بيع المنقولات المحجوزة في الحالات المذكورة في السؤال السابق، فإن الطريقة التي تتم بها عملية البيع تكون:,بالاتفاق بين الدائن والمدين
يجب أن تكون الأحكام التي يكتفى فيها بإثبات نتيجة المداولة في محضر القضية:,مختومة بختم المحكمة
تسري على مستخرج المحضر المثبت فيه نتيجة المداولة:,الأحكام ذات الصلة بالطعن في الحكم
بعد انتهاء المدة المذكورة في المادة السابقة، يصدر القاضي المشرف على القيد الأول قرارا:,بإلغاء أعمال التحديد والتحرير
يكون التعويض عن الضرر بما يجبر الضرر:,بقدر ما يراه القاضي مناسباً
في حالة تنازل الحارس عن الأجر المحدد له في الحكم:,يمكنه العدول عن تنازله والمطالبة بالأجر في أي وقت
ما هو تعريف الخلوة في سبيل تطبيق هذا النظام؟,وجود الزوجين في مكان مع أشخاص آخرين
ما الشرط الأساسي لاعتبار انفراد الزوجين خلوة وفقًا لهذا النظام؟,وجود أشخاص آخرين معهما في نفس المكان
إذا تعذر إجراء الإثبات إلكترونياً وكان المقر أو المستجوب أو الشاهد مقيماً خارج نطاق اختصاص المحكمة، فإن على المحكمة:,أن تؤجل الجلسة لحين حضوره
يقوم الخبير بتبليغ الخصوم مباشرة:,شفويا
إذا تعذر على الخبير تبليغ الخصوم مباشرة، فيكون التبليغ:,عن طريق الهاتف
يشترك كل مالك في تكاليف صيانة الأجزاء المشتركة وإدارتها بنسبة:,بالتساوي بين جميع الملاك بغض النظر عن مساحة الجزء المفرز الذي يملكه كل منهم
